exchange,symbol,expiry,strike,call_gex,put_gex,call_oi,put_oi,spot_price
Deribit,BTC,2026-09-25,50000.0,0.0,-182471979.11086386,0.0,3220.7,75270.18
Deribit,BTC,2026-09-25,55000.0,0.0,-92881846.35462797,0.0,1639.4,75270.18
Deribit,BTC,2026-09-25,58000.0,0.0,-28311003.186170302,0.0,499.7,75270.18
Deribit,BTC,2026-09-25,60000.0,13195182.39355426,-189910911.90723002,232.9,3352.0,75270.18
Deribit,BTC,2026-09-25,62000.0,0.0,-39698859.18060742,0.0,700.7,75270.18
Deribit,BTC,2026-09-25,64000.0,0.0,-10690987.194777537,0.0,188.7,75270.18
Deribit,BTC,2026-09-25,65000.0,12486982.393900208,-25914454.387340993,220.4,457.4,75270.18
Deribit,BTC,2026-09-25,68000.0,21846553.589328133,-22311132.78910119,385.6,393.8,75270.18
Deribit,BTC,2026-09-25,70000.0,155554713.52401274,-158240207.9227009,1372.8,1396.5,75270.18
Deribit,BTC,2026-09-25,72000.0,178217113.51294237,-30786870.38496086,1572.8,271.7,75270.18
Deribit,BTC,2026-09-25,74000.0,10583340.794830123,0.0,93.4,0.0,75270.18
Deribit,BTC,2026-09-25,75000.0,159690601.52199242,-342598831.8326432,1409.3,3023.5,75270.18
Deribit,BTC,2026-09-25,76000.0,76270307.16274257,0.0,673.1,0.0,75270.18
Deribit,BTC,2026-09-25,78000.0,168143676.71786314,0.0,1483.9,0.0,75270.18
Deribit,BTC,2026-09-25,80000.0,142750457.53026754,-68474441.56655078,1259.8,604.3,75270.18
Deribit,BTC,2026-09-25,82000.0,114637750.34400037,0.0,1011.7,0.0,75270.18
Deribit,BTC,2026-09-25,84000.0,16849494.391769156,0.0,148.7,0.0,75270.18
Deribit,BTC,2026-09-25,85000.0,64848457.56832203,-56293401.572501116,572.3,496.8,75270.18
Deribit,BTC,2026-09-25,86000.0,48520198.37629826,0.0,428.2,0.0,75270.18
Deribit,BTC,2026-09-25,88000.0,25789811.187401883,0.0,227.6,0.0,75270.18
Deribit,BTC,2026-09-25,90000.0,207055017.49885526,-68100511.96673344,1827.3,601.0,75270.18
Deribit,BTC,2026-09-25,92000.0,30367615.98516566,0.0,268.0,0.0,75270.18
Deribit,BTC,2026-09-25,95000.0,27217542.386704445,0.0,480.4,0.0,75270.18
Deribit,BTC,2026-09-25,100000.0,203026775.90082306,-15382103.992485965,3583.5,271.5,75270.18
Deribit,BTC,2026-09-25,105000.0,55075297.573096156,0.0,972.1,0.0,75270.18
Deribit,BTC,2026-09-25,110000.0,92666553.55473311,0.0,1635.6,0.0,75270.18
Deribit,BTC,2026-09-25,115000.0,106870212.74779475,0.0,1886.3,0.0,75270.18
Deribit,BTC,2026-09-25,120000.0,51568291.1748093,0.0,910.2,0.0,75270.18
Deribit,BTC,2026-09-25,125000.0,122286310.34026411,0.0,2158.4,0.0,75270.18
Deribit,BTC,2026-12-25,50000.0,0.0,-77023831.96237446,0.0,1359.5,75270.18
Deribit,BTC,2026-12-25,54000.0,0.0,-86190772.7578965,0.0,1521.3,75270.18
Deribit,BTC,2026-12-25,55000.0,0.0,-56032783.97262843,0.0,989.0,75270.18
Deribit,BTC,2026-12-25,60000.0,0.0,-356689179.0257601,0.0,6295.7,75270.18
Deribit,BTC,2026-12-25,62000.0,0.0,-32191939.1842745,0.0,568.2,75270.18
Deribit,BTC,2026-12-25,65000.0,14464276.792934315,-21676585.58941116,255.3,382.6,75270.18
Deribit,BTC,2026-12-25,68000.0,10487025.59487717,-13076204.793612378,185.1,230.8,75270.18
Deribit,BTC,2026-12-25,70000.0,84729047.95861053,-55840153.572722524,1495.5,985.6,75270.18
Deribit,BTC,2026-12-25,72000.0,58876915.1712391,-10039443.195095811,1039.2,177.2,75270.18
Deribit,BTC,2026-12-25,75000.0,28526295.98606513,-39222948.7808399,503.5,692.3,75270.18
Deribit,BTC,2026-12-25,80000.0,200120323.1022428,-42129401.57942012,3532.2,743.6,75270.18
Deribit,BTC,2026-12-25,85000.0,70638700.76549356,-28951215.985857565,1246.8,511.0,75270.18
Deribit,BTC,2026-12-25,88000.0,66644452.767444715,0.0,1176.3,0.0,75270.18
Deribit,BTC,2026-12-25,90000.0,118762307.14198555,-33817966.38348019,2096.2,596.9,75270.18
Deribit,BTC,2026-12-25,95000.0,51001731.175086066,0.0,900.2,0.0,75270.18
Deribit,BTC,2026-12-25,100000.0,137691076.73273903,-14600251.192867894,2430.3,257.7,75270.18
Deribit,BTC,2026-12-25,105000.0,41772468.77959448,0.0,737.3,0.0,75270.18
Deribit,BTC,2026-12-25,110000.0,109402735.94655763,0.0,1931.0,0.0,75270.18
Deribit,BTC,2026-12-25,115000.0,149566174.32693812,0.0,2639.9,0.0,75270.18
Deribit,BTC,2026-12-25,120000.0,371380079.8185838,0.0,6555.0,0.0,75270.18
Deribit,BTC,2026-12-25,125000.0,18288556.791066185,0.0,322.8,0.0,75270.18
Deribit,BTC,2026-12-25,130000.0,84292796.75882363,0.0,1487.8,0.0,75270.18
Deribit,BTC,2026-12-25,135000.0,36973705.58193864,0.0,652.6,0.0,75270.18
Deribit,BTC,2026-12-25,140000.0,59568118.37090146,0.0,1051.4,0.0,75270.18
Deribit,BTC,2027-03-26,50000.0,0.0,-71035292.76529983,0.0,1253.8,75270.18
Deribit,BTC,2027-03-26,55000.0,0.0,-35613961.582602866,0.0,628.6,75270.18
Deribit,BTC,2027-03-26,70000.0,25234582.387673106,0.0,445.4,0.0,75270.18
Deribit,BTC,2027-03-26,115000.0,33410043.183679465,0.0,589.7,0.0,75270.18
Deribit,BTC,2027-03-26,130000.0,31840671.984446086,0.0,562.0,0.0,75270.18
Deribit,ETH,2026-04-15,2275.0,0.0,-11842243.558574524,0.0,1235.0,2389.07
Deribit,ETH,2026-04-15,2300.0,13160711.970966423,-24293379.802144576,915.0,1689.0,2389.07
Deribit,ETH,2026-04-15,2325.0,15435498.056502316,-15953467.789941993,745.0,770.0,2389.07
Deribit,ETH,2026-04-15,2350.0,50118123.56552183,-26382267.54918868,1837.0,967.0,2389.07
Deribit,ETH,2026-04-15,2375.0,29417941.184750393,-23896126.981787536,927.0,753.0,2389.07
Deribit,ETH,2026-04-15,2400.0,122390854.2773809,0.0,3802.0,0.0,2389.07
Deribit,ETH,2026-04-15,2425.0,53476393.88795969,0.0,1916.0,0.0,2389.07
Deribit,ETH,2026-04-15,2450.0,26351731.592451464,0.0,1193.0,0.0,2389.07
Deribit,ETH,2026-04-15,2475.0,14996293.96847826,0.0,906.0,0.0,2389.07
Deribit,ETH,2026-04-15,2500.0,37967267.07596015,0.0,3123.0,0.0,2389.07
Deribit,ETH,2026-04-16,2325.0,0.0,-11781514.104427988,0.0,679.0,2389.07
Deribit,ETH,2026-04-16,2350.0,16430741.939916931,-13170700.368029997,832.0,665.0,2389.07
Deribit,ETH,2026-04-16,2375.0,31043139.001826018,-25346955.92441047,1466.0,1197.0,2389.07
Deribit,ETH,2026-04-16,2400.0,33350059.1876293,0.0,1554.0,0.0,2389.07
Deribit,ETH,2026-04-16,2450.0,34047877.14476798,0.0,1870.0,0.0,2389.07
Deribit,ETH,2026-04-17,2000.0,0.0,-12170604.97747022,0.0,9271.0,2389.07
Deribit,ETH,2026-04-17,2050.0,15650847.897192994,0.0,8569.0,0.0,2389.07
Deribit,ETH,2026-04-17,2100.0,10355056.850640178,-14101676.050909838,3944.0,5371.0,2389.07
Deribit,ETH,2026-04-17,2150.0,0.0,-17842872.97848784,0.0,4403.0,2389.07
Deribit,ETH,2026-04-17,2200.0,44258644.465255484,-59805784.26265124,7114.0,9613.0,2389.07
Deribit,ETH,2026-04-17,2250.0,117856464.46984574,-125234122.84722082,12668.0,13461.0,2389.07
Deribit,ETH,2026-04-17,2300.0,122543362.83140302,-11802860.73586671,9500.0,915.0,2389.07
Deribit,ETH,2026-04-17,2325.0,0.0,-13062197.837642249,0.0,901.0,2389.07
Deribit,ETH,2026-04-17,2350.0,143113981.43312123,-16806248.5929527,9052.0,1063.0,2389.07
Deribit,ETH,2026-04-17,2375.0,41661889.53494457,0.0,2517.0,0.0,2389.07
Deribit,ETH,2026-04-17,2400.0,170842342.44715193,0.0,10181.0,0.0,2389.07
Deribit,ETH,2026-04-17,2425.0,41413720.67533072,0.0,2537.0,0.0,2389.07
Deribit,ETH,2026-04-17,2450.0,39443380.932292596,0.0,2569.0,0.0,2389.07
Deribit,ETH,2026-04-17,2500.0,69681455.13079447,0.0,5626.0,0.0,2389.07
Deribit,ETH,2026-04-17,2600.0,85457871.44821526,0.0,13250.0,0.0,2389.07
Deribit,ETH,2026-04-24,1750.0,0.0,-11957994.811402693,0.0,17459.0,2389.07
Deribit,ETH,2026-04-24,1800.0,0.0,-14746298.65911564,0.0,17224.0,2389.07
Deribit,ETH,2026-04-24,1950.0,0.0,-14562283.846927268,0.0,7504.0,2389.07
Deribit,ETH,2026-04-24,2000.0,42120670.88121324,-37700662.489194684,16772.0,15012.0,2389.07
Deribit,ETH,2026-04-24,2050.0,70168546.44816902,-59881410.69756117,21568.0,18406.0,2389.07
Deribit,ETH,2026-04-24,2100.0,38111613.68266748,-41017038.620520175,9274.0,9981.0,2389.07
Deribit,ETH,2026-04-24,2150.0,32490486.27461536,-33582646.147823974,6396.0,6611.0,2389.07
Deribit,ETH,2026-04-24,2200.0,86527828.54166542,-59657784.756446384,14037.0,9678.0,2389.07
Deribit,ETH,2026-04-24,2250.0,56076116.79911234,-39918714.47940947,7736.0,5507.0,2389.07
Deribit,ETH,2026-04-24,2300.0,163647043.66188037,-49436914.885786004,20050.0,6057.0,2389.07
Deribit,ETH,2026-04-24,2350.0,89181203.41418813,-24734467.416472044,10146.0,2814.0,2389.07
Deribit,ETH,2026-04-24,2400.0,219147258.0245843,-21889315.320328698,24148.0,2412.0,2389.07
Deribit,ETH,2026-04-24,2450.0,62314926.68157593,0.0,6954.0,0.0,2389.07
Deribit,ETH,2026-04-24,2500.0,229877193.6861591,-13870516.004581386,27213.0,1642.0,2389.07
Deribit,ETH,2026-04-24,2550.0,37570071.33215777,0.0,4840.0,0.0,2389.07
Deribit,ETH,2026-04-24,2600.0,90765420.26502576,0.0,13252.0,0.0,2389.07
Deribit,ETH,2026-04-24,2700.0,66737103.98267116,0.0,13287.0,0.0,2389.07
Deribit,ETH,2026-04-24,2800.0,25362537.823829643,0.0,7406.0,0.0,2389.07
Deribit,ETH,2026-04-24,2900.0,11273761.074270483,0.0,4938.0,0.0,2389.07
Deribit,ETH,2026-04-24,3000.0,10998595.004307652,0.0,7137.0,0.0,2389.07
Deribit,ETH,2026-05-01,2350.0,0.0,-10595691.605040362,0.0,1560.0,2389.07
Deribit,ETH,2026-05-01,2400.0,19566984.464770183,0.0,2810.0,0.0,2389.07
Deribit,ETH,2026-05-01,2500.0,18753015.718920797,0.0,2761.0,0.0,2389.07
Deribit,ETH,2026-05-01,2600.0,32840023.095285837,0.0,5428.0,0.0,2389.07
Deribit,ETH,2026-05-01,2800.0,14139232.42386888,0.0,3643.0,0.0,2389.07
Deribit,ETH,2026-05-29,1700.0,0.0,-23247680.24442025,0.0,17709.0,2389.07
Deribit,ETH,2026-05-29,1800.0,0.0,-25302607.441448193,0.0,14777.0,2389.07
Deribit,ETH,2026-05-29,1900.0,0.0,-12531956.644953039,0.0,5778.0,2389.07
Deribit,ETH,2026-05-29,2000.0,18731155.398490228,-23640652.32317861,6837.0,8629.0,2389.07
Deribit,ETH,2026-05-29,2050.0,17537798.793888934,0.0,5909.0,0.0,2389.07
Deribit,ETH,2026-05-29,2100.0,30497030.526944384,-11643788.378059948,9374.0,3579.0,2389.07
Deribit,ETH,2026-05-29,2150.0,46365397.17390472,-28170190.623568602,13317.0,8091.0,2389.07
Deribit,ETH,2026-05-29,2200.0,45866433.93316316,-27038305.46832428,12363.0,7288.0,2389.07
Deribit,ETH,2026-05-29,2250.0,26101108.440987706,-10001867.130472166,6725.0,2577.0,2389.07
Deribit,ETH,2026-05-29,2300.0,39794915.43237579,0.0,9820.0,0.0,2389.07
Deribit,ETH,2026-05-29,2350.0,32524389.748076864,0.0,7806.0,0.0,2389.07
Deribit,ETH,2026-05-29,2400.0,45704279.441405356,0.0,10821.0,0.0,2389.07
Deribit,ETH,2026-05-29,2450.0,31212884.67535215,0.0,7390.0,0.0,2389.07
Deribit,ETH,2026-05-29,2500.0,91463466.52838305,0.0,21655.0,0.0,2389.07
Deribit,ETH,2026-05-29,2550.0,21836348.277614426,0.0,5170.0,0.0,2389.07
Deribit,ETH,2026-05-29,2600.0,73999981.4086471,0.0,18007.0,0.0,2389.07
Deribit,ETH,2026-05-29,2650.0,11338828.34657034,0.0,2838.0,0.0,2389.07
Deribit,ETH,2026-05-29,2700.0,58485888.93639313,0.0,15069.0,0.0,2389.07
Deribit,ETH,2026-05-29,2800.0,52045941.27534644,0.0,14474.0,0.0,2389.07
Deribit,ETH,2026-05-29,2900.0,13995970.271699889,0.0,4302.0,0.0,2389.07
Deribit,ETH,2026-05-29,3000.0,61303073.520758465,0.0,21481.0,0.0,2389.07
Deribit,ETH,2026-05-29,3200.0,107553518.5136001,0.0,50929.0,0.0,2389.07
Deribit,ETH,2026-06-26,1500.0,0.0,-12168436.068393556,0.0,14213.0,2389.07
Deribit,ETH,2026-06-26,1900.0,0.0,-10053920.948312055,0.0,4893.0,2389.07
Deribit,ETH,2026-06-26,2000.0,135178970.49959865,-45870714.67476184,56390.0,19135.0,2389.07
Deribit,ETH,2026-06-26,2200.0,16970914.453115065,-31300325.95707441,5718.0,10546.0,2389.07
Deribit,ETH,2026-06-26,2300.0,21447086.174908243,0.0,6710.0,0.0,2389.07
Deribit,ETH,2026-06-26,2400.0,31624634.940590035,-10513957.978782993,9553.0,3176.0,2389.07
Deribit,ETH,2026-06-26,2500.0,214672113.6807748,-16217846.39107616,64847.0,4899.0,2389.07
Deribit,ETH,2026-06-26,2600.0,46051533.19988987,-61736398.723653674,13911.0,18649.0,2389.07
Deribit,ETH,2026-06-26,2700.0,16170016.238280296,0.0,5059.0,0.0,2389.07
Deribit,ETH,2026-06-26,2800.0,44817309.782159895,-18628417.600122027,14541.0,6044.0,2389.07
Deribit,ETH,2026-06-26,2900.0,39905586.8718402,0.0,13709.0,0.0,2389.07
Deribit,ETH,2026-06-26,3000.0,26182157.148589287,-35718793.28211745,9760.0,13315.0,2389.07
Deribit,ETH,2026-06-26,3200.0,32097571.27241165,0.0,14059.0,0.0,2389.07
Deribit,ETH,2026-06-26,3400.0,13239306.386718096,-11107154.61125005,7029.0,5897.0,2389.07
Deribit,ETH,2026-06-26,3500.0,17436316.679723013,0.0,10183.0,0.0,2389.07
Deribit,ETH,2026-06-26,4000.0,11932766.974247837,0.0,12298.0,0.0,2389.07
Deribit,ETH,2026-09-25,2000.0,0.0,-22384853.96779131,0.0,13073.0,2389.07
Deribit,ETH,2026-09-25,2600.0,0.0,-18216667.334884144,0.0,8399.0,2389.07
Deribit,ETH,2026-09-25,3000.0,28167622.178609397,-13528399.13601528,13338.0,6406.0,2389.07
Deribit,ETH,2026-09-25,3200.0,12335670.373515127,0.0,6175.0,0.0,2389.07
Deribit,ETH,2026-09-25,3300.0,33589894.8702644,0.0,17309.0,0.0,2389.07
Deribit,ETH,2026-09-25,3400.0,11888361.414730916,0.0,6509.0,0.0,2389.07
Deribit,ETH,2026-09-25,3500.0,21478421.203410544,0.0,12139.0,0.0,2389.07
Deribit,ETH,2026-09-25,4000.0,15369574.635882722,0.0,11220.0,0.0,2389.07
Deribit,ETH,2026-12-25,1700.0,0.0,-17185351.06893136,0.0,15847.0,2389.07
Deribit,ETH,2026-12-25,2200.0,78290825.55749498,0.0,50803.0,0.0,2389.07
Deribit,ETH,2026-12-25,2500.0,34474923.92665179,0.0,20828.0,0.0,2389.07
Deribit,ETH,2026-12-25,3200.0,110995748.44792663,0.0,67058.0,0.0,2389.07
Deribit,ETH,2026-12-25,3500.0,36301830.28785699,0.0,22715.0,0.0,2389.07
OKX,BTC,2026-04-15,72000.0,0.0,-24629584.280432604,0.0,9256.0,75214.9
OKX,BTC,2026-04-15,72500.0,0.0,-24473322.513631713,0.0,6348.0,75214.9
OKX,BTC,2026-04-15,72750.0,0.0,-15908019.45705195,0.0,3442.0,75214.9
OKX,BTC,2026-04-15,73000.0,25621730.780378483,-29531719.39925243,4646.0,5355.0,75214.9
OKX,BTC,2026-04-15,73250.0,0.0,-26539642.908830576,0.0,4059.0,75214.9
OKX,BTC,2026-04-15,73500.0,31442980.991871662,-44581380.62881754,4090.0,5799.0,75214.9
OKX,BTC,2026-04-15,74000.0,47548520.140881054,-65281611.27380255,4628.0,6354.0,75214.9
OKX,BTC,2026-04-15,74500.0,141179824.4474013,-31893887.932851397,10938.0,2471.0,75214.9
OKX,BTC,2026-04-15,75000.0,193186846.85453898,-18813318.98529425,12959.0,1262.0,75214.9
OKX,BTC,2026-04-15,75500.0,49512290.14859809,0.0,3210.0,0.0,75214.9
OKX,BTC,2026-04-15,76000.0,107531084.31048866,0.0,7762.0,0.0,75214.9
OKX,BTC,2026-04-15,77000.0,46085746.02166631,0.0,6028.0,0.0,75214.9
OKX,BTC,2026-04-16,72500.0,10449090.75089919,0.0,2211.0,0.0,75214.9
OKX,BTC,2026-04-16,73000.0,11487672.98820348,0.0,1937.0,0.0,75214.9
OKX,BTC,2026-04-16,74000.0,16688518.511673536,-14029358.968604675,2002.0,1683.0,75214.9
OKX,BTC,2026-04-16,75000.0,38688700.49327013,0.0,3928.0,0.0,75214.9
OKX,BTC,2026-04-16,76000.0,25871834.49259328,0.0,2710.0,0.0,75214.9
OKX,BTC,2026-04-16,76500.0,19554093.583759792,0.0,2253.0,0.0,75214.9
OKX,BTC,2026-04-16,77000.0,20951302.189751644,0.0,2791.0,0.0,75214.9
OKX,BTC,2026-04-16,78000.0,12257924.78392015,0.0,2476.0,0.0,75214.9
OKX,BTC,2026-04-17,69000.0,0.0,-11546447.219174528,0.0,10122.0,75214.9
OKX,BTC,2026-04-17,70000.0,0.0,-22192746.067054607,0.0,12343.0,75214.9
OKX,BTC,2026-04-17,71000.0,11735721.783136312,-11322200.931017345,4257.0,4107.0,75214.9
OKX,BTC,2026-04-17,72000.0,29326148.470664103,-13801252.804019349,7265.0,3419.0,75214.9
OKX,BTC,2026-04-17,72500.0,11749386.314346353,-11854334.141758295,2463.0,2485.0,75214.9
OKX,BTC,2026-04-17,73000.0,57557148.80964146,-42970179.9788379,10409.0,7771.0,75214.9
OKX,BTC,2026-04-17,73500.0,18704199.87003212,0.0,2983.0,0.0,75214.9
OKX,BTC,2026-04-17,74000.0,75129603.47725356,-10059832.398376364,10829.0,1450.0,75214.9
OKX,BTC,2026-04-17,74500.0,19704387.069314376,0.0,2637.0,0.0,75214.9
OKX,BTC,2026-04-17,75000.0,74852908.63753317,0.0,9576.0,0.0,75214.9
OKX,BTC,2026-04-17,76000.0,85941387.44153573,0.0,11054.0,0.0,75214.9
OKX,BTC,2026-04-17,77000.0,61626083.55901608,0.0,9131.0,0.0,75214.9
OKX,BTC,2026-04-17,78000.0,107659045.29653388,0.0,21000.0,0.0,75214.9
OKX,BTC,2026-04-17,80000.0,19370183.64346216,0.0,9137.0,0.0,75214.9
OKX,BTC,2026-04-18,78000.0,12297477.993267486,0.0,2459.0,0.0,75214.9
OKX,BTC,2026-04-24,60000.0,0.0,-13224257.679271128,0.0,41648.0,75214.9
OKX,BTC,2026-04-24,62000.0,0.0,-13307005.209105492,0.0,28226.0,75214.9
OKX,BTC,2026-04-24,65000.0,13575759.393190205,-13792421.960383976,15414.0,15660.0,75214.9
OKX,BTC,2026-04-24,67000.0,0.0,-13386108.623311682,0.0,9980.0,75214.9
OKX,BTC,2026-04-24,68000.0,10456219.433706366,-51330382.234965324,6357.0,31207.0,75214.9
OKX,BTC,2026-04-24,70000.0,45948537.01758465,-23095469.92531821,19145.0,9623.0,75214.9
OKX,BTC,2026-04-24,71000.0,13761849.769816525,0.0,4859.0,0.0,75214.9
OKX,BTC,2026-04-24,72000.0,49030454.187910564,-39301566.360659026,14988.0,12014.0,75214.9
OKX,BTC,2026-04-24,73000.0,15912058.75768865,0.0,4322.0,0.0,75214.9
OKX,BTC,2026-04-24,74000.0,32697905.025481958,-11299952.179325031,8134.0,2811.0,75214.9
OKX,BTC,2026-04-24,75000.0,103073998.29987198,-60720340.973772325,24300.0,14315.0,75214.9
OKX,BTC,2026-04-24,76000.0,57731545.861567974,0.0,13395.0,0.0,75214.9
OKX,BTC,2026-04-24,77000.0,14135602.311652003,0.0,3364.0,0.0,75214.9
OKX,BTC,2026-04-24,78000.0,75702514.6573644,0.0,19275.0,0.0,75214.9
OKX,BTC,2026-04-24,80000.0,88333731.26995671,-24972804.203647185,29051.0,8213.0,75214.9
OKX,BTC,2026-04-24,82000.0,32695878.697324798,0.0,15911.0,0.0,75214.9
OKX,BTC,2026-04-24,84000.0,12377377.889808498,0.0,9764.0,0.0,75214.9
OKX,BTC,2026-04-24,86000.0,11154183.900337638,0.0,14868.0,0.0,75214.9
OKX,BTC,2026-05-01,73000.0,11568685.334692877,-15039290.93510074,3910.0,5083.0,75214.9
OKX,BTC,2026-05-01,79000.0,12246627.570310658,0.0,4069.0,0.0,75214.9
OKX,BTC,2026-05-01,80000.0,16425210.337302793,0.0,5916.0,0.0,75214.9
OKX,BTC,2026-05-01,82000.0,20590676.231099427,0.0,9315.0,0.0,75214.9
OKX,BTC,2026-05-29,50000.0,0.0,-22712185.83528771,0.0,109365.0,75214.9
OKX,BTC,2026-05-29,60000.0,0.0,-11744944.672949145,0.0,17479.0,75214.9
OKX,BTC,2026-05-29,66000.0,0.0,-21842967.367756005,0.0,17677.0,75214.9
OKX,BTC,2026-05-29,68000.0,0.0,-11882731.109452464,0.0,8173.0,75214.9
OKX,BTC,2026-05-29,70000.0,0.0,-19384460.676354952,0.0,11647.0,75214.9
OKX,BTC,2026-05-29,72000.0,17311197.65908877,0.0,9373.0,0.0,75214.9
OKX,BTC,2026-05-29,74000.0,17907400.809973814,0.0,9038.0,0.0,75214.9
OKX,BTC,2026-05-29,76000.0,17214099.03944221,0.0,8392.0,0.0,75214.9
OKX,BTC,2026-05-29,78000.0,22161603.2927754,0.0,10821.0,0.0,75214.9
OKX,BTC,2026-05-29,80000.0,21291860.129177485,0.0,10792.0,0.0,75214.9
OKX,BTC,2026-05-29,82000.0,18106851.571675215,0.0,9858.0,0.0,75214.9
OKX,BTC,2026-05-29,85000.0,20100841.488795407,0.0,12914.0,0.0,75214.9
OKX,BTC,2026-05-29,90000.0,11597597.97998824,0.0,11134.0,0.0,75214.9
OKX,BTC,2026-05-29,95000.0,10197353.766240515,0.0,16204.0,0.0,75214.9
OKX,BTC,2026-06-26,55000.0,0.0,-12622108.205397187,0.0,28354.0,75214.9
OKX,BTC,2026-06-26,60000.0,0.0,-17166630.932849247,0.0,24342.0,75214.9
OKX,BTC,2026-06-26,62000.0,0.0,-11724742.942780744,0.0,14108.0,75214.9
OKX,BTC,2026-06-26,65000.0,0.0,-16377804.201694272,0.0,15847.0,75214.9
OKX,BTC,2026-06-26,70000.0,42728505.527881846,-32878413.439721864,31493.0,24233.0,75214.9
OKX,BTC,2026-06-26,72000.0,0.0,-15218354.700830095,0.0,10428.0,75214.9
OKX,BTC,2026-06-26,75000.0,24754560.550502207,0.0,15839.0,0.0,75214.9
OKX,BTC,2026-06-26,80000.0,60858540.264077745,-49409748.37708467,38725.0,31440.0,75214.9
OKX,BTC,2026-06-26,85000.0,28621153.80172191,0.0,20538.0,0.0,75214.9
OKX,BTC,2026-06-26,90000.0,13788415.778462593,-11666777.81950815,12361.0,10459.0,75214.9
OKX,BTC,2026-06-26,95000.0,12256036.815457208,0.0,14769.0,0.0,75214.9
OKX,BTC,2026-09-25,50000.0,0.0,-13128378.401542692,0.0,38727.0,75214.9
OKX,BTC,2026-09-25,55000.0,0.0,-15462942.069662197,0.0,32875.0,75214.9
OKX,BTC,2026-09-25,60000.0,0.0,-13604588.629494755,0.0,22020.0,75214.9
OKX,BTC,2026-09-25,65000.0,0.0,-10228582.040825786,0.0,13364.0,75214.9
OKX,BTC,2026-09-25,70000.0,0.0,-118055486.37254062,0.0,132199.0,75214.9
OKX,BTC,2026-09-25,90000.0,11338595.564133806,0.0,11968.0,0.0,75214.9
OKX,BTC,2026-09-25,100000.0,15029091.32763868,0.0,20049.0,0.0,75214.9
OKX,BTC,2027-03-26,100000.0,78383729.00162992,0.0,123740.0,0.0,75214.9
OKX,ETH,2026-04-15,2275.0,0.0,-13392998.764762882,0.0,14713.0,2387.87
OKX,ETH,2026-04-15,2300.0,21951144.38518566,-28515946.13290753,15495.0,20129.0,2387.87
OKX,ETH,2026-04-15,2325.0,0.0,-39921251.98252056,0.0,19014.0,2387.87
OKX,ETH,2026-04-15,2350.0,0.0,-15685821.826100148,0.0,5579.0,2387.87
OKX,ETH,2026-04-15,2375.0,13756199.321777986,-13899833.106817909,4214.0,4258.0,2387.87
OKX,ETH,2026-04-15,2400.0,31172212.090066344,0.0,9612.0,0.0,2387.87
OKX,ETH,2026-04-15,2425.0,14590068.285798468,0.0,5187.0,0.0,2387.87
OKX,ETH,2026-04-15,2450.0,31382463.514540076,0.0,14180.0,0.0,2387.87
OKX,ETH,2026-04-15,2500.0,11355937.92010223,0.0,9461.0,0.0,2387.87
OKX,ETH,2026-04-16,2350.0,0.0,-13400711.044358565,0.0,6640.0,2387.87
OKX,ETH,2026-04-16,2500.0,16450302.467629023,0.0,12665.0,0.0,2387.87
OKX,ETH,2026-04-17,2200.0,10808344.061562514,0.0,17462.0,0.0,2387.87
OKX,ETH,2026-04-17,2250.0,11126394.2139068,0.0,11886.0,0.0,2387.87
OKX,ETH,2026-04-17,2300.0,18321110.044281375,0.0,13988.0,0.0,2387.87
OKX,ETH,2026-04-17,2350.0,23008309.24795394,-10596377.815954657,14257.0,6566.0,2387.87
OKX,ETH,2026-04-17,2400.0,26369083.538292836,0.0,15504.0,0.0,2387.87
OKX,ETH,2026-04-17,2450.0,25287449.601163507,0.0,16405.0,0.0,2387.87
OKX,ETH,2026-04-17,2500.0,18933222.742496427,0.0,15335.0,0.0,2387.87
OKX,ETH,2026-04-24,2050.0,16235739.383927105,0.0,50000.0,0.0,2387.87
OKX,ETH,2026-04-24,2200.0,14695100.675012935,-13478157.77228932,23535.0,21586.0,2387.87
OKX,ETH,2026-04-24,2300.0,29583263.22337964,0.0,35933.0,0.0,2387.87
OKX,ETH,2026-04-24,2400.0,32559709.603391692,0.0,35626.0,0.0,2387.87
OKX,ETH,2026-04-24,2500.0,22473684.690873038,-12488123.176266888,26402.0,14671.0,2387.87
OKX,ETH,2026-04-24,2600.0,16769602.497892339,0.0,24535.0,0.0,2387.87
OKX,ETH,2026-04-24,2700.0,13145800.330747081,0.0,26582.0,0.0,2387.87
OKX,ETH,2026-05-29,2500.0,15535376.116336627,0.0,36382.0,0.0,2387.87
