ts_utc,symbol,expiry,strike,call_gex,put_gex,spot_price,total_gex,abs_gex
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,65000.0,0.0,-45919955.938014,67989.0,-45919955.938014,45919955.938014
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,66000.0,0.0,-37442283.3801,67989.0,-37442283.3801,37442283.3801
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,66500.0,14768900.666595,-26584021.199871,67989.0,-11815120.533276,41352921.866466
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,67000.0,82040203.139508,-91442376.521622,67989.0,-9402173.382114008,173482579.66113
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,67500.0,207249972.265035,-165346972.40816998,67989.0,41902999.85686502,372596944.673205
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,68000.0,819921290.966496,-271322501.886216,67989.0,548598789.0802801,1091243792.852712
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,68500.0,1097641338.556176,-44819799.957216,67989.0,1052821538.5989599,1142461138.513392
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,69000.0,107186625.55774802,0.0,67989.0,107186625.55774802,107186625.55774802
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,69500.0,99887691.550689,0.0,67989.0,99887691.550689,99887691.550689
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-21,70000.0,41241981.767561994,0.0,67989.0,41241981.767561994,41241981.767561994
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,64000.0,0.0,-35847519.458355,67989.0,-35847519.458355,35847519.458355
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,65000.0,0.0,-13012349.100614998,67989.0,-13012349.100614998,13012349.100614998
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,65500.0,0.0,-10969202.279132998,67989.0,-10969202.279132998,10969202.279132998
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,66000.0,13821287.32179,-27365224.396320004,67989.0,-13543937.074530004,41186511.71811
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,66500.0,26694961.298775,-64275919.802504994,67989.0,-37580958.50373,90970881.10127999
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,67000.0,139562644.421232,-213337810.19239202,67989.0,-73775165.77116,352900454.61362404
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,67500.0,416524601.33506805,-435661768.3960081,67989.0,-19137167.060940027,852186369.7310761
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,68000.0,511933086.392508,-331525995.55812,67989.0,180407090.83438796,843459081.950628
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,68500.0,567190500.6549419,0.0,67989.0,567190500.6549419,567190500.6549419
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,69000.0,57466971.232272,0.0,67989.0,57466971.232272,57466971.232272
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,69500.0,40123335.770279996,0.0,67989.0,40123335.770279996,40123335.770279996
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,70000.0,10169509.066200001,0.0,67989.0,10169509.066200001,10169509.066200001
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-22,71000.0,10650249.494784,0.0,67989.0,10650249.494784,10650249.494784
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,64000.0,0.0,-11579372.823105002,67989.0,-11579372.823105002,11579372.823105002
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,65000.0,16178764.423499998,0.0,67989.0,16178764.423499998,16178764.423499998
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,65500.0,0.0,-11856723.070365,67989.0,-11856723.070365,11856723.070365
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,66000.0,13090931.670672001,-91303701.397992,67989.0,-78212769.72732,104394633.068664
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,66500.0,0.0,-79252833.15454498,67989.0,-79252833.15454498,79252833.15454498
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,67000.0,29468463.771375,-35126408.815479,67989.0,-5657945.044104002,64594872.586854
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,67500.0,17380615.494960003,0.0,67989.0,17380615.494960003,17380615.494960003
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,68000.0,52067886.41894401,-31017002.65191,67989.0,21050883.76703401,83084889.07085401
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,68500.0,51545543.45327101,0.0,67989.0,51545543.45327101,51545543.45327101
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,69000.0,258652218.090555,0.0,67989.0,258652218.090555,258652218.090555
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,69500.0,53621047.803600006,0.0,67989.0,53621047.803600006,53621047.803600006
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,70000.0,69393031.86445199,0.0,67989.0,69393031.86445199,69393031.86445199
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,71000.0,38376029.21254199,0.0,67989.0,38376029.21254199,38376029.21254199
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-23,73000.0,11001559.807980001,0.0,67989.0,11001559.807980001,11001559.807980001
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-24,67500.0,10613269.461815998,-11713425.442613998,67989.0,-1100155.9807980005,22326694.904429995
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-24,69000.0,19220372.135117996,0.0,67989.0,19220372.135117996,19220372.135117996
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-24,69500.0,14362120.303946998,0.0,67989.0,14362120.303946998,14362120.303946998
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-24,70000.0,12425291.077248,0.0,67989.0,12425291.077248,12425291.077248
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-24,72000.0,16687239.876810001,0.0,67989.0,16687239.876810001,16687239.876810001
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,56000.0,0.0,-41001611.553270005,67989.0,-41001611.553270005,41001611.553270005
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,58000.0,0.0,-334345723.07193005,67989.0,-334345723.07193005,334345723.07193005
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,60000.0,0.0,-237180686.44851002,67989.0,-237180686.44851002,237180686.44851002
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,62000.0,10132529.033232,-381393570.015468,67989.0,-371261040.982236,391526099.0487
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,63000.0,10483839.346428003,-187544237.197212,67989.0,-177060397.850784,198028076.54364002
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,64000.0,28012374.97326,-169160538.30799502,67989.0,-141148163.33473504,197172913.281255
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,65000.0,64973917.924775995,-773862659.9048519,67989.0,-708888741.980076,838836577.8296279
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,66000.0,103987852.706016,-187969507.576344,67989.0,-83981654.87032801,291957360.28236
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,67000.0,333277924.619979,-298040575.705596,67989.0,35237348.914382994,631318500.3255751
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,68000.0,373049950.077063,-242459586.154692,67989.0,130590363.92237103,615509536.231755
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,69000.0,248075928.66170698,-345925095.89503497,67989.0,-97849167.23332798,594001024.556742
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,70000.0,719640686.5655221,-1350002328.5380502,67989.0,-630361641.9725281,2069643015.1035724
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,71000.0,270915721.52356803,-21448419.12144,67989.0,249467302.40212804,292364140.645008
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,72000.0,382826546.292978,-57577911.331176,67989.0,325248634.961802,440404457.624154
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,73000.0,163567308.32158503,0.0,67989.0,163567308.32158503,163567308.32158503
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,74000.0,256123708.33636802,-101547170.53012802,67989.0,154576537.80624002,357670878.866496
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,75000.0,1157188436.642898,-281912658.827427,67989.0,875275777.815471,1439101095.470325
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,76000.0,121534878.34933199,-24000041.396232005,67989.0,97534836.95309998,145534919.74556398
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,78000.0,85132658.39645702,-18235778.757345002,67989.0,66896879.63911201,103368437.15380202
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,80000.0,116565686.419257,-92325274.808733,67989.0,24240411.610524,208890961.22799
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,82000.0,51439225.858488,-30910685.057127006,67989.0,20528540.801360995,82349910.915615
2026-02-20 23:49:31.599793+00:00,BTC,2026-02-27,84000.0,71981634.172212,-29408371.217802007,67989.0,42573262.95441,101390005.39001401
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,55000.0,0.0,-22280469.863220003,67989.0,-22280469.863220003,22280469.863220003
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,58000.0,0.0,-47685752.512236,67989.0,-47685752.512236,47685752.512236
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,60000.0,0.0,-80639584.39084502,67989.0,-80639584.39084502,80639584.39084502
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,62000.0,0.0,-115340722.82719201,67989.0,-115340722.82719201,115340722.82719201
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,64000.0,0.0,-46271266.25121,67989.0,-46271266.25121,46271266.25121
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,65000.0,0.0,-42180350.10412501,67989.0,-42180350.10412501,42180350.10412501
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,66000.0,0.0,-127109618.319258,67989.0,-127109618.319258,127109618.319258
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,67000.0,20551653.321965996,-108055656.332496,67989.0,-87504003.01053001,128607309.654462
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,68000.0,65454658.353360005,-40825956.396671996,67989.0,24628701.95668801,106280614.75003201
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,69000.0,156448651.975245,-34104835.404738,67989.0,122343816.57050699,190553487.379983
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,70000.0,93023272.931004,-15919904.192724,67989.0,77103368.73828,108943177.123728
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,71000.0,106474759.923114,0.0,67989.0,106474759.923114,106474759.923114
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,72000.0,163858526.081208,0.0,67989.0,163858526.081208,163858526.081208
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,73000.0,49668806.780145004,0.0,67989.0,49668806.780145004,49668806.780145004
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,74000.0,86366866.99676402,0.0,67989.0,86366866.99676402,86366866.99676402
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,75000.0,83352994.30987202,0.0,67989.0,83352994.30987202,83352994.30987202
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,76000.0,31201902.81675,0.0,67989.0,31201902.81675,31201902.81675
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,78000.0,53020122.26787,0.0,67989.0,53020122.26787,53020122.26787
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-06,80000.0,44542449.709956005,0.0,67989.0,44542449.709956005,44542449.709956005
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,60000.0,0.0,-16696484.885052001,67989.0,-16696484.885052001,16696484.885052001
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,62000.0,0.0,-18582466.56642,67989.0,-18582466.56642,18582466.56642
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,63000.0,0.0,-16419134.637792,67989.0,-16419134.637792,16419134.637792
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,64000.0,0.0,-11722670.450856,67989.0,-11722670.450856,11722670.450856
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,65000.0,0.0,-19155657.077424,67989.0,-19155657.077424,19155657.077424
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,68000.0,13728837.23937,0.0,67989.0,13728837.23937,13728837.23937
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,69000.0,25377547.62429,0.0,67989.0,25377547.62429,25377547.62429
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,72000.0,32611766.573654998,0.0,67989.0,32611766.573654998,32611766.573654998
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,74000.0,17343635.461992,0.0,67989.0,17343635.461992,17343635.461992
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-13,75000.0,16382154.604824001,0.0,67989.0,16382154.604824001,16382154.604824001
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,50000.0,0.0,-170362389.37945503,67989.0,-170362389.37945503,170362389.37945503
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,55000.0,19183392.10215,-207758447.71834502,67989.0,-188575055.61619502,226941839.820495
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,58000.0,0.0,-49876819.46559001,67989.0,-49876819.46559001,49876819.46559001
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,60000.0,0.0,-337109980.536288,67989.0,-337109980.536288,337109980.536288
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,62000.0,0.0,-453342846.65883297,67989.0,-453342846.65883297,453342846.65883297
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,64000.0,0.0,-41755079.724993005,67989.0,-41755079.724993005,41755079.724993005
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,65000.0,220696836.753024,-541609562.849328,67989.0,-320912726.09630406,762306399.602352
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,66000.0,146958651.014832,-186471816.24114,67989.0,-39513165.22630802,333430467.255972
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,68000.0,184511874.493836,-240074374.02825606,67989.0,-55562499.53442007,424586248.52209204
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,70000.0,221528887.494804,-875058520.1217841,67989.0,-653529632.6269801,1096587407.616588
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,72000.0,244364057.852544,-61923065.204916,67989.0,182440992.647628,306287123.05746
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,74000.0,86034046.70005202,-43580968.852788,67989.0,42453077.84726402,129615015.55284002
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,75000.0,206265378.88726202,-402698691.509157,67989.0,-196433312.621895,608964070.396419
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,76000.0,151821525.350124,-12037000.731084,67989.0,139784524.61904,163858526.081208
2026-02-20 23:49:31.599793+00:00,BTC,2026-03-27,78000.0,96490151.021754,-37456150.892463006,67989.0,59034000.12929099,133946301.914217
